"Population by Educational Attainment","Number"
"Beginners",""
"Female","27232"
"Male","31064"
"","58296"
"Graduate and Equivalent",""
"Female","11792"
"Male","21566"
"","33358"
"Intermediate and Equivalent",""
"Female","44754"
"Male","48950"
"","93704"
"Level not Stated",""
"Female","2938"
"Male","2656"
"","5594"
"Lower Secondary (Class 6-8)",""
"Female","192142"
"Male","167414"
"","359556"
"Non Formal Education",""
"Female","53521"
"Male","39207"
"","92728"
"Others",""
"Female","474"
"Male","571"
"","1045"
"Post Graduate Equivalent and Above",""
"Female","2156"
"Male","8589"
"","10745"
"Primary Education (1-5 Class)",""
"Female","306604"
"Male","304941"
"","611545"
"Secondary Level (Class 9-10)",""
"Female","102441"
"Male","96856"
"","199297"
"SLC and Equivalent",""
"Female","83721"
"Male","91582"
"","175303"
