"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","79"
"Male","107"
"Bangali",""
"Female","33"
"Male","34"
"Baraee",""
"Female","131"
"Male","128"
"Brahman - Hill",""
"Female","541"
"Male","607"
"Brahman - Tarai",""
"Female","373"
"Male","402"
"Chamar/ Harijan/ Ram",""
"Female","1688"
"Male","1853"
"Chhetri",""
"Female","82"
"Male","88"
"Dhandi",""
"Female","48"
"Male","48"
"Dhankar/ Dharikar",""
"Female","19"
"Male","33"
"Dhobi",""
"Female","961"
"Male","1003"
"Dhunia",""
"Female","46"
"Male","47"
"Dusadh/ Pasawan/ Pasi",""
"Female","728"
"Male","780"
"Gaderi/Bhedihar",""
"Female","569"
"Male","622"
"Gurung",""
"Female","13"
"Male","10"
"Hajam/Thakur",""
"Female","259"
"Male","293"
"Kahar",""
"Female","824"
"Male","897"
"Kalwar",""
"Female","160"
"Male","163"
"Kami",""
"Female","43"
"Male","42"
"Kathabaniyan",""
"Female","540"
"Male","646"
"Kayastha",""
"Female","23"
"Male","32"
"Kewat",""
"Female","234"
"Male","271"
"Koiri/Kushwaha",""
"Female","465"
"Male","485"
"Kurmi",""
"Female","1271"
"Male","1382"
"Lodh",""
"Female","1092"
"Male","1149"
"Lohar",""
"Female","308"
"Male","300"
"Magar",""
"Female","862"
"Male","867"
"Majhi",""
"Female","7"
"Male","10"
"Mali",""
"Female","12"
"Male","6"
"Mallaha",""
"Female","810"
"Male","839"
"Marwadi",""
"Female","31"
"Male","26"
"Musalman",""
"Female","2189"
"Male","2187"
"Natuwa",""
"Female","14"
"Male","18"
"Others",""
"Female","43"
"Male","21"
"Rajput",""
"Female","10"
"Male","13"
"Sanyasi/Dasnami",""
"Female","17"
"Male","11"
"Sarki",""
"Female","15"
"Male","13"
"Sherpa",""
"Female","89"
"Male","81"
"Sudhi",""
"Female","35"
"Male","32"
"Teli",""
"Female","709"
"Male","762"
"Terai Others",""
"Female","319"
"Male","372"
"Thakuri",""
"Female","10"
"Male","8"
"Tharu",""
"Female","174"
"Male","181"
"Yadav",""
"Female","4056"
"Male","4205"
