"Population by Caste/Ethinicity","Number"
"Bhote",""
"Female","18"
"Male","22"
"Brahman - Hill",""
"Female","1048"
"Male","848"
"Chhetri",""
"Female","2312"
"Male","1997"
"Damai/Dholi",""
"Female","152"
"Male","138"
"Gharti/Bhujel",""
"Female","142"
"Male","121"
"Hajam/Thakur",""
"Female","4"
"Male","8"
"Kami",""
"Female","395"
"Male","362"
"Kayastha",""
"Female","9"
"Male","5"
"Magar",""
"Female","13"
"Male","7"
"Majhi",""
"Female","671"
"Male","630"
"Newar",""
"Female","746"
"Male","621"
"Others",""
"Female","39"
"Male","42"
"Pahari",""
"Female","1271"
"Male","1187"
"Sanyasi/Dasnami",""
"Female","412"
"Male","347"
"Sarki",""
"Female","173"
"Male","139"
"Tamang",""
"Female","2568"
"Male","2217"
"Terai Others",""
"Female","10"
"Male","9"
"Thakuri",""
"Female","117"
"Male","116"
