"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","94"
"Male","85"
"Bantaba",""
"Female","8"
"Male","9"
"Brahman - Hill",""
"Female","889"
"Male","780"
"Chamling",""
"Female","114"
"Male","93"
"Chhetri",""
"Female","3639"
"Male","3113"
"Dalit Others",""
"Female","12"
"Male","4"
"Damai/Dholi",""
"Female","300"
"Male","247"
"Dhandi",""
"Female","12"
"Male","8"
"Gharti/Bhujel",""
"Female","46"
"Male","43"
"Gurung",""
"Female","153"
"Male","129"
"Kami",""
"Female","577"
"Male","505"
"Kulung",""
"Female","87"
"Male","80"
"Limbu",""
"Female","1478"
"Male","1306"
"Magar",""
"Female","341"
"Male","281"
"Majhi",""
"Female","12"
"Male","10"
"Marwadi",""
"Female","19"
"Male","18"
"Newar",""
"Female","915"
"Male","752"
"Others",""
"Female","32"
"Male","42"
"Rai",""
"Female","1141"
"Male","996"
"Sanyasi/Dasnami",""
"Female","42"
"Male","39"
"Sarki",""
"Female","283"
"Male","268"
"Sherpa",""
"Female","1516"
"Male","1346"
"Tamang",""
"Female","2223"
"Male","1890"
"Tharu",""
"Female","3"
"Male","14"
"Thulung",""
"Female","108"
"Male","114"
"Undefined Others",""
"Female","31"
"Male","24"
"Yadav",""
"Female","16"
"Male","20"
"Yakkha",""
"Female","547"
"Male","454"
