"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","43"
"Male","33"
"Bin",""
"Female","17"
"Male","15"
"Brahman - Hill",""
"Female","356"
"Male","345"
"Brahman - Tarai",""
"Female","9"
"Male","10"
"Chhetri",""
"Female","1170"
"Male","998"
"Dalit Others",""
"Female","22"
"Male","21"
"Damai/Dholi",""
"Female","217"
"Male","186"
"Gurung",""
"Female","16"
"Male","19"
"Kami",""
"Female","419"
"Male","331"
"Limbu",""
"Female","4850"
"Male","4098"
"Magar",""
"Female","784"
"Male","664"
"Newar",""
"Female","184"
"Male","182"
"Others",""
"Female","50"
"Male","49"
"Pattharkatta/ Kushwadiya",""
"Female","6"
"Male","6"
"Rai",""
"Female","3381"
"Male","2898"
"Sanyasi/Dasnami",""
"Female","17"
"Male","17"
"Sunuwar",""
"Female","184"
"Male","154"
"Tamang",""
"Female","1542"
"Male","1233"
"Teli",""
"Female","5"
"Male","9"
"Tharu",""
"Female","6"
"Male","10"
"Undefined Others",""
"Female","35"
"Male","24"
