"Population by Educational Attainment","Number"
"Beginners",""
"Female","28"
"Male","47"
"","75"
"Graduate and Equivalent",""
"Female","119"
"Male","397"
"","516"
"Intermediate and Equivalent",""
"Female","271"
"Male","514"
"","785"
"Level not Stated",""
"Female","18"
"Male","22"
"","40"
"Lower Secondary (Class 6-8)",""
"Female","697"
"Male","1180"
"","1877"
"Non Formal Education",""
"Female","84"
"Male","56"
"","140"
"Others",""
"Female","3"
"Male","1"
"","4"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","97"
"","116"
"Primary Education (1-5 Class)",""
"Female","1802"
"Male","2439"
"","4241"
"Secondary Level (Class 9-10)",""
"Female","361"
"Male","863"
"","1224"
"SLC and Equivalent",""
"Female","255"
"Male","664"
"","919"
