"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","110"
"Male","109"
"","219"
"Bin",""
"Female","7"
"Male","5"
"","12"
"Brahman - Hill",""
"Female","638"
"Male","672"
"","1310"
"Brahman - Tarai",""
"Female","1514"
"Male","1661"
"","3175"
"Chamar/ Harijan/ Ram",""
"Female","466"
"Male","510"
"","976"
"Chhetri",""
"Female","41"
"Male","54"
"","95"
"Dhanuk",""
"Female","70"
"Male","82"
"","152"
"Dhobi",""
"Female","308"
"Male","322"
"","630"
"Dom",""
"Female","30"
"Male","22"
"","52"
"Dusadh/ Pasawan/ Pasi",""
"Female","378"
"Male","433"
"","811"
"Hajam/Thakur",""
"Female","168"
"Male","180"
"","348"
"Halkhor",""
"Female","55"
"Male","50"
"","105"
"Kahar",""
"Female","9"
"Male","9"
"","18"
"Kalwar",""
"Female","530"
"Male","602"
"","1132"
"Kanu",""
"Female","456"
"Male","527"
"","983"
"Kathabaniyan",""
"Female","205"
"Male","222"
"","427"
"Kayastha",""
"Female","87"
"Male","99"
"","186"
"Kewat",""
"Female","21"
"Male","18"
"","39"
"Koiri/Kushwaha",""
"Female","124"
"Male","144"
"","268"
"Kumal",""
"Female","7"
"Male","9"
"","16"
"Kumhar",""
"Female","249"
"Male","271"
"","520"
"Kurmi",""
"Female","118"
"Male","169"
"","287"
"Lohar",""
"Female","161"
"Male","188"
"","349"
"Mali",""
"Female","101"
"Male","110"
"","211"
"Mallaha",""
"Female","363"
"Male","382"
"","745"
"Musahar",""
"Female","50"
"Male","62"
"","112"
"Musalman",""
"Female","841"
"Male","868"
"","1709"
"Nuniya",""
"Female","295"
"Male","337"
"","632"
"Others",""
"Female","18"
"Male","5"
"","23"
"Rajput",""
"Female","115"
"Male","145"
"","260"
"Sanyasi/Dasnami",""
"Female","37"
"Male","43"
"","80"
"Sonar",""
"Female","489"
"Male","557"
"","1046"
"Sudhi",""
"Female","699"
"Male","806"
"","1505"
"Tatma/Tatwa",""
"Female","734"
"Male","759"
"","1493"
"Teli",""
"Female","483"
"Male","530"
"","1013"
"Terai Others",""
"Female","16"
"Male","17"
"","33"
"Yadav",""
"Female","814"
"Male","913"
"","1727"
