"Population by Mother tongue","Number"
"Bahing",""
"Female","33"
"Male","26"
"Bantawa",""
"Female","308"
"Male","255"
"Bhojpuri",""
"Female","5"
"Male","8"
"Bhujel",""
"Female","5"
"Male","6"
"Chamling",""
"Female","62"
"Male","69"
"Gurung",""
"Female","2096"
"Male","1765"
"Khaling",""
"Female","31"
"Male","25"
"Limbu",""
"Female","25404"
"Male","22602"
"Magar",""
"Female","447"
"Male","437"
"Maithili",""
"Female","50"
"Male","102"
"Nepali",""
"Female","24851"
"Male","22243"
"Newar",""
"Female","441"
"Male","388"
"Not Reported",""
"Female","258"
"Male","260"
"Others",""
"Female","271"
"Male","313"
"Rai",""
"Female","1323"
"Male","1235"
"Sampang",""
"Female","54"
"Male","39"
"Sanskrit",""
"Female","8"
"Male","12"
"Sherpa",""
"Female","7267"
"Male","6260"
"Sign Language",""
"Female","35"
"Male","31"
"Sunuwar",""
"Female","510"
"Male","428"
"Tamang",""
"Female","2689"
"Male","2418"
"Tharu",""
"Female","24"
"Male","38"
"Thulung",""
"Female","6"
"Male","5"
"Waling/Walung",""
"Female","521"
"Male","557"
"Yakkha",""
"Female","120"
"Male","107"
