"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","27"
"Male","27"
"Baraee",""
"Female","6"
"Male","5"
"Bhote",""
"Female","256"
"Male","230"
"Bin",""
"Female","6"
"Male","9"
"Brahman - Hill",""
"Female","5071"
"Male","4744"
"Chhetri",""
"Female","7844"
"Male","7172"
"Dalit Others",""
"Female","144"
"Male","118"
"Damai/Dholi",""
"Female","1048"
"Male","815"
"Gharti/Bhujel",""
"Female","268"
"Male","240"
"Gurung",""
"Female","3113"
"Male","2675"
"Kami",""
"Female","3204"
"Male","2744"
"Khawas",""
"Female","33"
"Male","37"
"Limbu",""
"Female","27824"
"Male","24772"
"Magar",""
"Female","618"
"Male","608"
"Musahar",""
"Female","7"
"Male","6"
"Newar",""
"Female","1043"
"Male","929"
"Others",""
"Female","120"
"Male","152"
"Rai",""
"Female","3367"
"Male","3051"
"Rajbansi",""
"Female","4"
"Male","7"
"Sanyasi/Dasnami",""
"Female","507"
"Male","440"
"Sarki",""
"Female","641"
"Male","531"
"Sherpa",""
"Female","6454"
"Male","5528"
"Sunuwar",""
"Female","750"
"Male","612"
"Tamang",""
"Female","2943"
"Male","2648"
"Teli",""
"Female","35"
"Male","39"
"Terai Others",""
"Female","7"
"Male","12"
"Thakuri",""
"Female","9"
"Male","14"
"Tharu",""
"Female","37"
"Male","54"
"Topkegola",""
"Female","731"
"Male","657"
"Undefined Others",""
"Female","20"
"Male","21"
"Walung",""
"Female","541"
"Male","588"
"Yadav",""
"Female","9"
"Male","21"
"Yakkha",""
"Female","132"
"Male","123"
