"Population by Educational Attainment","Number"
"Beginners",""
"Female","711"
"Male","893"
"Graduate and Equivalent",""
"Female","289"
"Male","897"
"Intermediate and Equivalent",""
"Female","902"
"Male","1587"
"Level not Stated",""
"Female","48"
"Male","55"
"Lower Secondary (Class 6-8)",""
"Female","3334"
"Male","3963"
"Non Formal Education",""
"Female","568"
"Male","559"
"Others",""
"Female","7"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","38"
"Male","216"
"Primary Education (1-5 Class)",""
"Female","6729"
"Male","7778"
"Secondary Level (Class 9-10)",""
"Female","2032"
"Male","2682"
"SLC and Equivalent",""
"Female","2670"
"Male","3112"
