"Population by Mother tongue","Number"
"Bangla",""
"Female","55"
"Male","64"
"Bantawa",""
"Female","8"
"Male","12"
"Belhare",""
"Female","46"
"Male","51"
"Bhojpuri",""
"Female","125"
"Male","131"
"Bhujel",""
"Female","642"
"Male","595"
"Chamling",""
"Female","25"
"Male","19"
"Danuwar",""
"Female","17"
"Male","20"
"Gurung",""
"Female","31"
"Male","18"
"Hindi",""
"Female","27"
"Male","73"
"Limbu",""
"Female","51"
"Male","43"
"Magahi",""
"Female","23"
"Male","23"
"Magar",""
"Female","232"
"Male","223"
"Maithili",""
"Female","14994"
"Male","15407"
"Nepali",""
"Female","7774"
"Male","6874"
"Newar",""
"Female","365"
"Male","350"
"Not Reported",""
"Female","81"
"Male","77"
"Others",""
"Female","40"
"Male","47"
"Rai",""
"Female","44"
"Male","35"
"Rajsthani",""
"Female","102"
"Male","93"
"Sanskrit",""
"Female","8"
"Male","9"
"Santhali",""
"Female","102"
"Male","96"
"Sherpa",""
"Female","10"
"Male","6"
"Sunuwar",""
"Female","16"
"Male","21"
"Tamang",""
"Female","77"
"Male","76"
"Tharu",""
"Female","2522"
"Male","2174"
"Uranw/Urau",""
"Female","1074"
"Male","944"
"Urdu",""
"Female","3907"
"Male","3714"
