"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","113"
"Male","110"
"Badi",""
"Female","17"
"Male","16"
"Bangali",""
"Female","21"
"Male","24"
"Brahman - Hill",""
"Female","1918"
"Male","1587"
"Brahman - Tarai",""
"Female","26"
"Male","23"
"Chamar/ Harijan/ Ram",""
"Female","374"
"Male","380"
"Chamling",""
"Female","8"
"Male","8"
"Chepang /Praja",""
"Female","21"
"Male","28"
"Chhetri",""
"Female","4504"
"Male","3454"
"Dalit Others",""
"Female","211"
"Male","219"
"Damai/Dholi",""
"Female","423"
"Male","339"
"Darai",""
"Female","10"
"Male","8"
"Dhobi",""
"Female","270"
"Male","256"
"Dusadh/ Pasawan/ Pasi",""
"Female","256"
"Male","234"
"Gaderi/Bhedihar",""
"Female","7"
"Male","8"
"Gaine",""
"Female","18"
"Male","6"
"Gharti/Bhujel",""
"Female","8"
"Male","7"
"Gurung",""
"Female","698"
"Male","535"
"Hajam/Thakur",""
"Female","77"
"Male","78"
"Halwai",""
"Female","55"
"Male","60"
"Kahar",""
"Female","9"
"Male","12"
"Kalwar",""
"Female","16"
"Male","9"
"Kami",""
"Female","2855"
"Male","2193"
"Kanu",""
"Female","84"
"Male","101"
"Kathabaniyan",""
"Female","95"
"Male","93"
"Kayastha",""
"Female","61"
"Male","64"
"Koiri/Kushwaha",""
"Female","21"
"Male","14"
"Kori",""
"Female","158"
"Male","170"
"Kumal",""
"Female","66"
"Male","57"
"Kumhar",""
"Female","55"
"Male","40"
"Kurmi",""
"Female","264"
"Male","254"
"Lohar",""
"Female","37"
"Male","49"
"Magar",""
"Female","3355"
"Male","2639"
"Majhi",""
"Female","18"
"Male","10"
"Musalman",""
"Female","6970"
"Male","6651"
"Natuwa",""
"Female","20"
"Male","18"
"Newar",""
"Female","259"
"Male","206"
"Others",""
"Female","36"
"Male","25"
"Rai",""
"Female","12"
"Male","11"
"Sanyasi/Dasnami",""
"Female","434"
"Male","350"
"Sarki",""
"Female","270"
"Male","205"
"Tamang",""
"Female","98"
"Male","68"
"Teli",""
"Female","57"
"Male","47"
"Terai Others",""
"Female","45"
"Male","44"
"Thakuri",""
"Female","1154"
"Male","878"
"Tharu",""
"Female","960"
"Male","854"
"Yadav",""
"Female","1013"
"Male","1062"
