"Population by Single Year of Age","Number"
"0",""
"Female","363"
"Male","337"
"1",""
"Female","296"
"Male","315"
"10",""
"Female","379"
"Male","439"
"11",""
"Female","341"
"Male","301"
"12",""
"Female","399"
"Male","473"
"13",""
"Female","308"
"Male","310"
"14",""
"Female","367"
"Male","302"
"15",""
"Female","284"
"Male","226"
"16",""
"Female","311"
"Male","296"
"17",""
"Female","162"
"Male","178"
"18",""
"Female","371"
"Male","282"
"19",""
"Female","181"
"Male","158"
"2",""
"Female","371"
"Male","393"
"20",""
"Female","240"
"Male","214"
"21",""
"Female","206"
"Male","184"
"22",""
"Female","231"
"Male","244"
"23",""
"Female","179"
"Male","174"
"24",""
"Female","197"
"Male","165"
"25",""
"Female","310"
"Male","236"
"26",""
"Female","175"
"Male","173"
"27",""
"Female","135"
"Male","125"
"28",""
"Female","226"
"Male","197"
"29",""
"Female","104"
"Male","94"
"3",""
"Female","428"
"Male","414"
"30",""
"Female","310"
"Male","250"
"31",""
"Female","73"
"Male","86"
"32",""
"Female","178"
"Male","172"
"33",""
"Female","105"
"Male","80"
"34",""
"Female","112"
"Male","90"
"35",""
"Female","308"
"Male","270"
"36",""
"Female","127"
"Male","167"
"37",""
"Female","58"
"Male","66"
"38",""
"Female","119"
"Male","147"
"39",""
"Female","70"
"Male","68"
"4",""
"Female","421"
"Male","461"
"40",""
"Female","299"
"Male","249"
"41",""
"Female","68"
"Male","77"
"42",""
"Female","87"
"Male","123"
"43",""
"Female","56"
"Male","63"
"44",""
"Female","63"
"Male","54"
"45",""
"Female","228"
"Male","201"
"46",""
"Female","71"
"Male","74"
"47",""
"Female","30"
"Male","55"
"48",""
"Female","93"
"Male","121"
"49",""
"Female","42"
"Male","38"
"5",""
"Female","446"
"Male","465"
"50",""
"Female","207"
"Male","218"
"51",""
"Female","40"
"Male","58"
"52",""
"Female","71"
"Male","99"
"53",""
"Female","40"
"Male","49"
"54",""
"Female","32"
"Male","38"
"55",""
"Female","108"
"Male","119"
"56",""
"Female","35"
"Male","83"
"57",""
"Female","25"
"Male","31"
"58",""
"Female","37"
"Male","52"
"59",""
"Female","22"
"Male","31"
"6",""
"Female","476"
"Male","461"
"60",""
"Female","200"
"Male","159"
"61",""
"Female","45"
"Male","42"
"62",""
"Female","45"
"Male","48"
"63",""
"Female","26"
"Male","27"
"64",""
"Female","14"
"Male","22"
"65",""
"Female","98"
"Male","84"
"66",""
"Female","21"
"Male","25"
"67",""
"Female","22"
"Male","26"
"68",""
"Female","20"
"Male","39"
"69",""
"Female","13"
"Male","28"
"7",""
"Female","373"
"Male","382"
"70",""
"Female","60"
"Male","59"
"71",""
"Female","8"
"Male","13"
"72",""
"Female","18"
"Male","17"
"73",""
"Female","4"
"Male","13"
"74",""
"Female","2"
"Male","11"
"75",""
"Female","18"
"Male","18"
"76",""
"Female","3"
"Male","4"
"77",""
"Female","2"
"Male","3"
"78",""
"Female","3"
"Male","13"
"79",""
"Female","3"
"Male","2"
"8",""
"Female","455"
"Male","450"
"80",""
"Female","19"
"Male","14"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","2"
"Male","5"
"83",""
"Female","3"
"Male","2"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","9"
"Male","12"
"9",""
"Female","339"
"Male","374"
