"Population by Educational Attainment","Number"
"Beginners",""
"Female","346"
"Male","382"
"","728"
"Graduate and Equivalent",""
"Female","103"
"Male","248"
"","351"
"Intermediate and Equivalent",""
"Female","666"
"Male","568"
"","1234"
"Level not Stated",""
"Female","93"
"Male","59"
"","152"
"Lower Secondary (Class 6-8)",""
"Female","1603"
"Male","1683"
"","3286"
"Non Formal Education",""
"Female","623"
"Male","511"
"","1134"
"Others",""
"Female","6"
"Male","8"
"","14"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","81"
"","91"
"Primary Education (1-5 Class)",""
"Female","3420"
"Male","3610"
"","7030"
"Secondary Level (Class 9-10)",""
"Female","1026"
"Male","1165"
"","2191"
"SLC and Equivalent",""
"Female","852"
"Male","874"
"","1726"
