"Population by disability type","Number"
"Blind/low vision",""
"Female","56"
"Male","71"
"","127"
"Deaf/hard of hearing",""
"Female","31"
"Male","51"
"","82"
"Deaf-Blind",""
"Female","19"
"Male","12"
"","31"
"Intellectual disable",""
"Female","6"
"Male","6"
"","12"
"Mental disable",""
"Female","20"
"Male","8"
"","28"
"Multiple disable",""
"Female","31"
"Male","37"
"","68"
"No disability",""
"Female","15054"
"Male","12294"
"","27348"
"Physical",""
"Female","132"
"Male","119"
"","251"
"Speech problem",""
"Female","21"
"Male","27"
"","48"
