"Population by disability type","Number"
"Blind/low vision",""
"Female","57"
"Male","70"
"","127"
"Deaf/hard of hearing",""
"Female","37"
"Male","41"
"","78"
"Deaf-Blind",""
"Female","4"
"Male","5"
"","9"
"Intellectual disable",""
"Female","13"
"Male","14"
"","27"
"Mental disable",""
"Female","23"
"Male","26"
"","49"
"Multiple disable",""
"Female","18"
"Male","27"
"","45"
"No disability",""
"Female","28820"
"Male","24841"
"","53661"
"Physical",""
"Female","125"
"Male","155"
"","280"
"Speech problem",""
"Female","26"
"Male","49"
"","75"
