"Population by Caste Ethinicity","Number"
"Badi",""
"Female","41"
"Male","38"
"","79"
"Bangali",""
"Female","5"
"Male","7"
"","12"
"Brahman - Hill",""
"Female","6531"
"Male","5659"
"","12190"
"Chamar/ Harijan/ Ram",""
"Female","7"
"Male","5"
"","12"
"Chhetri",""
"Female","5506"
"Male","4741"
"","10247"
"Dalit Others",""
"Female","70"
"Male","60"
"","130"
"Damai/Dholi",""
"Female","669"
"Male","553"
"","1222"
"Danuwar",""
"Female","15"
"Male","18"
"","33"
"Ghale",""
"Female","141"
"Male","99"
"","240"
"Gharti/Bhujel",""
"Female","355"
"Male","303"
"","658"
"Gurung",""
"Female","152"
"Male","142"
"","294"
"Hajam/Thakur",""
"Female","15"
"Male","34"
"","49"
"Kalwar",""
"Female","21"
"Male","42"
"","63"
"Kami",""
"Female","1266"
"Male","970"
"","2236"
"Kathabaniyan",""
"Female","7"
"Male","17"
"","24"
"Kumal",""
"Female","1267"
"Male","1141"
"","2408"
"Magar",""
"Female","1107"
"Male","947"
"","2054"
"Majhi",""
"Female","212"
"Male","182"
"","394"
"Mallaha",""
"Female","4"
"Male","11"
"","15"
"Musalman",""
"Female","119"
"Male","128"
"","247"
"Newar",""
"Female","3600"
"Male","3222"
"","6822"
"Others",""
"Female","60"
"Male","53"
"","113"
"Rai",""
"Female","800"
"Male","700"
"","1500"
"Sanyasi/Dasnami",""
"Female","95"
"Male","100"
"","195"
"Sarki",""
"Female","880"
"Male","774"
"","1654"
"Sherpa",""
"Female","12"
"Male","19"
"","31"
"Sunuwar",""
"Female","69"
"Male","57"
"","126"
"Tamang",""
"Female","5787"
"Male","4890"
"","10677"
"Teli",""
"Female","34"
"Male","63"
"","97"
"Terai Others",""
"Female","23"
"Male","30"
"","53"
"Thakuri",""
"Female","220"
"Male","174"
"","394"
"Tharu",""
"Female","14"
"Male","27"
"","41"
"Undefined Others",""
"Female","11"
"Male","9"
"","20"
"Yadav",""
"Female","8"
"Male","13"
"","21"
