"Population by Educational Attainment","Number"
"Beginners",""
"Female","187"
"Male","183"
"","370"
"Graduate and Equivalent",""
"Female","7"
"Male","18"
"","25"
"Intermediate and Equivalent",""
"Female","25"
"Male","96"
"","121"
"Level not Stated",""
"Female","0"
"Male","2"
"","2"
"Lower Secondary (Class 6-8)",""
"Female","328"
"Male","526"
"","854"
"Non Formal Education",""
"Female","30"
"Male","11"
"","41"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","13"
"","14"
"Primary Education (1-5 Class)",""
"Female","966"
"Male","1098"
"","2064"
"Secondary Level (Class 9-10)",""
"Female","141"
"Male","276"
"","417"
"SLC and Equivalent",""
"Female","80"
"Male","240"
"","320"
