"Population by disability type","Number"
"Blind/low vision",""
"Female","24"
"Male","20"
"","44"
"Deaf/hard of hearing",""
"Female","18"
"Male","33"
"","51"
"Deaf-Blind",""
"Female","0"
"Male","0"
"","0"
"Intellectual disable",""
"Female","0"
"Male","1"
"","1"
"Mental disable",""
"Female","5"
"Male","4"
"","9"
"Multiple disable",""
"Female","2"
"Male","1"
"","3"
"No disability",""
"Female","3301"
"Male","3236"
"","6537"
"Physical",""
"Female","37"
"Male","68"
"","105"
"Speech problem",""
"Female","13"
"Male","16"
"","29"
