"Population by Educational Attainment","Number"
"Beginners",""
"Female","113"
"Male","131"
"","244"
"Graduate and Equivalent",""
"Female","47"
"Male","138"
"","185"
"Intermediate and Equivalent",""
"Female","176"
"Male","314"
"","490"
"Level not Stated",""
"Female","67"
"Male","83"
"","150"
"Lower Secondary (Class 6-8)",""
"Female","940"
"Male","1476"
"","2416"
"Non Formal Education",""
"Female","34"
"Male","52"
"","86"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","41"
"","48"
"Primary Education (1-5 Class)",""
"Female","1987"
"Male","2601"
"","4588"
"Secondary Level (Class 9-10)",""
"Female","394"
"Male","789"
"","1183"
"SLC and Equivalent",""
"Female","363"
"Male","763"
"","1126"
