"Population by disability type","Number"
"Blind/low vision",""
"Female","73"
"Male","66"
"","139"
"Deaf/hard of hearing",""
"Female","46"
"Male","62"
"","108"
"Deaf-Blind",""
"Female","7"
"Male","8"
"","15"
"Intellectual disable",""
"Female","5"
"Male","1"
"","6"
"Mental disable",""
"Female","13"
"Male","16"
"","29"
"Multiple disable",""
"Female","17"
"Male","21"
"","38"
"No disability",""
"Female","12769"
"Male","12647"
"","25416"
"Physical",""
"Female","135"
"Male","194"
"","329"
"Speech problem",""
"Female","24"
"Male","45"
"","69"
