"Population by Educational Attainment","Number"
"Beginners",""
"Female","248"
"Male","298"
"","546"
"Graduate and Equivalent",""
"Female","7"
"Male","63"
"","70"
"Intermediate and Equivalent",""
"Female","153"
"Male","447"
"","600"
"Level not Stated",""
"Female","25"
"Male","22"
"","47"
"Lower Secondary (Class 6-8)",""
"Female","1147"
"Male","1734"
"","2881"
"Non Formal Education",""
"Female","252"
"Male","306"
"","558"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","10"
"","11"
"Primary Education (1-5 Class)",""
"Female","2939"
"Male","3306"
"","6245"
"Secondary Level (Class 9-10)",""
"Female","506"
"Male","883"
"","1389"
"SLC and Equivalent",""
"Female","283"
"Male","620"
"","903"
