"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","104"
"Male","100"
"","204"
"Baraee",""
"Female","15"
"Male","13"
"","28"
"Bin",""
"Female","621"
"Male","692"
"","1313"
"Brahman - Hill",""
"Female","120"
"Male","118"
"","238"
"Brahman - Tarai",""
"Female","77"
"Male","82"
"","159"
"Chamar/ Harijan/ Ram",""
"Female","416"
"Male","439"
"","855"
"Dhanuk",""
"Female","889"
"Male","951"
"","1840"
"Dhobi",""
"Female","426"
"Male","500"
"","926"
"Dusadh/ Pasawan/ Pasi",""
"Female","433"
"Male","438"
"","871"
"Gaderi/Bhedihar",""
"Female","36"
"Male","37"
"","73"
"Hajam/Thakur",""
"Female","283"
"Male","281"
"","564"
"Halwai",""
"Female","32"
"Male","33"
"","65"
"Kahar",""
"Female","9"
"Male","14"
"","23"
"Kalwar",""
"Female","459"
"Male","495"
"","954"
"Kanu",""
"Female","587"
"Male","656"
"","1243"
"Kathabaniyan",""
"Female","18"
"Male","25"
"","43"
"Kayastha",""
"Female","28"
"Male","29"
"","57"
"Koiri/Kushwaha",""
"Female","893"
"Male","986"
"","1879"
"Kumal",""
"Female","95"
"Male","99"
"","194"
"Kumhar",""
"Female","188"
"Male","216"
"","404"
"Kurmi",""
"Female","1062"
"Male","1094"
"","2156"
"Lohar",""
"Female","109"
"Male","106"
"","215"
"Majhi",""
"Female","67"
"Male","65"
"","132"
"Mali",""
"Female","29"
"Male","27"
"","56"
"Mallaha",""
"Female","85"
"Male","96"
"","181"
"Musalman",""
"Female","2675"
"Male","2626"
"","5301"
"Nuniya",""
"Female","74"
"Male","81"
"","155"
"Others",""
"Female","33"
"Male","16"
"","49"
"Rajput",""
"Female","14"
"Male","14"
"","28"
"Sanyasi/Dasnami",""
"Female","98"
"Male","120"
"","218"
"Sonar",""
"Female","43"
"Male","35"
"","78"
"Tatma/Tatwa",""
"Female","535"
"Male","615"
"","1150"
"Teli",""
"Female","1097"
"Male","1194"
"","2291"
"Terai Others",""
"Female","76"
"Male","87"
"","163"
"Thakuri",""
"Female","105"
"Male","85"
"","190"
"Yadav",""
"Female","477"
"Male","522"
"","999"
"Yakkha",""
"Female","179"
"Male","179"
"","358"
