"Population by Educational Attainment","Number"
"Beginners",""
"Female","50"
"Male","57"
"","107"
"Graduate and Equivalent",""
"Female","19"
"Male","95"
"","114"
"Intermediate and Equivalent",""
"Female","74"
"Male","312"
"","386"
"Level not Stated",""
"Female","20"
"Male","21"
"","41"
"Lower Secondary (Class 6-8)",""
"Female","1007"
"Male","2021"
"","3028"
"Non Formal Education",""
"Female","11"
"Male","13"
"","24"
"Others",""
"Female","8"
"Male","7"
"","15"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","35"
"","38"
"Primary Education (1-5 Class)",""
"Female","2997"
"Male","3741"
"","6738"
"Secondary Level (Class 9-10)",""
"Female","298"
"Male","918"
"","1216"
"SLC and Equivalent",""
"Female","121"
"Male","493"
"","614"
