"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","33"
"Male","35"
"","68"
"Bin",""
"Female","183"
"Male","193"
"","376"
"Brahman - Hill",""
"Female","117"
"Male","128"
"","245"
"Brahman - Tarai",""
"Female","19"
"Male","20"
"","39"
"Chamar/ Harijan/ Ram",""
"Female","537"
"Male","548"
"","1085"
"Chhetri",""
"Female","69"
"Male","77"
"","146"
"Dalit Others",""
"Female","15"
"Male","18"
"","33"
"Dhanuk",""
"Female","1294"
"Male","1344"
"","2638"
"Dhobi",""
"Female","201"
"Male","215"
"","416"
"Dom",""
"Female","32"
"Male","29"
"","61"
"Dusadh/ Pasawan/ Pasi",""
"Female","335"
"Male","376"
"","711"
"Gaderi/Bhedihar",""
"Female","174"
"Male","186"
"","360"
"Hajam/Thakur",""
"Female","207"
"Male","198"
"","405"
"Halkhor",""
"Female","23"
"Male","28"
"","51"
"Halwai",""
"Female","6"
"Male","6"
"","12"
"Kahar",""
"Female","132"
"Male","137"
"","269"
"Kalwar",""
"Female","543"
"Male","617"
"","1160"
"Kanu",""
"Female","835"
"Male","940"
"","1775"
"Kathabaniyan",""
"Female","7"
"Male","14"
"","21"
"Koiri/Kushwaha",""
"Female","787"
"Male","815"
"","1602"
"Kumal",""
"Female","104"
"Male","111"
"","215"
"Kumhar",""
"Female","229"
"Male","270"
"","499"
"Kurmi",""
"Female","554"
"Male","554"
"","1108"
"Lohar",""
"Female","106"
"Male","101"
"","207"
"Magar",""
"Female","14"
"Male","14"
"","28"
"Mali",""
"Female","8"
"Male","7"
"","15"
"Mallaha",""
"Female","583"
"Male","576"
"","1159"
"Musalman",""
"Female","2095"
"Male","2090"
"","4185"
"Newar",""
"Female","36"
"Male","35"
"","71"
"Nuniya",""
"Female","61"
"Male","76"
"","137"
"Others",""
"Female","51"
"Male","45"
"","96"
"Punjabi/Sikh",""
"Female","6"
"Male","8"
"","14"
"Sanyasi/Dasnami",""
"Female","99"
"Male","112"
"","211"
"Satar/ Santhal",""
"Female","7"
"Male","8"
"","15"
"Sonar",""
"Female","71"
"Male","71"
"","142"
"Sudhi",""
"Female","5"
"Male","8"
"","13"
"Sunuwar",""
"Female","6"
"Male","9"
"","15"
"Tatma/Tatwa",""
"Female","210"
"Male","190"
"","400"
"Teli",""
"Female","1801"
"Male","2014"
"","3815"
"Terai Others",""
"Female","14"
"Male","19"
"","33"
"Tharu",""
"Female","37"
"Male","51"
"","88"
"Yadav",""
"Female","531"
"Male","579"
"","1110"
