"Population by Educational Attainment","Number"
"Beginners",""
"Female","201"
"Male","321"
"","522"
"Graduate and Equivalent",""
"Female","26"
"Male","188"
"","214"
"Intermediate and Equivalent",""
"Female","149"
"Male","370"
"","519"
"Level not Stated",""
"Female","22"
"Male","26"
"","48"
"Lower Secondary (Class 6-8)",""
"Female","1006"
"Male","1825"
"","2831"
"Non Formal Education",""
"Female","6"
"Male","13"
"","19"
"Others",""
"Female","1"
"Male","5"
"","6"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","38"
"","41"
"Primary Education (1-5 Class)",""
"Female","2834"
"Male","3751"
"","6585"
"Secondary Level (Class 9-10)",""
"Female","349"
"Male","929"
"","1278"
"SLC and Equivalent",""
"Female","280"
"Male","643"
"","923"
