"Population by Educational Attainment","Number"
"Beginners",""
"Female","230"
"Male","346"
"Graduate and Equivalent",""
"Female","90"
"Male","374"
"Intermediate and Equivalent",""
"Female","317"
"Male","856"
"Level not Stated",""
"Female","101"
"Male","184"
"Lower Secondary (Class 6-8)",""
"Female","1749"
"Male","2685"
"Non Formal Education",""
"Female","91"
"Male","137"
"Others",""
"Female","13"
"Male","21"
"Post Graduate Equivalent and Above",""
"Female","14"
"Male","59"
"Primary Education (1-5 Class)",""
"Female","4281"
"Male","5248"
"Secondary Level (Class 9-10)",""
"Female","795"
"Male","1584"
"SLC and Equivalent",""
"Female","562"
"Male","1344"
