"Population by Single Year of Age","Number"
"0",""
"Female","397"
"Male","492"
"1",""
"Female","354"
"Male","355"
"10",""
"Female","897"
"Male","854"
"11",""
"Female","380"
"Male","370"
"12",""
"Female","769"
"Male","717"
"13",""
"Female","432"
"Male","436"
"14",""
"Female","506"
"Male","522"
"15",""
"Female","504"
"Male","546"
"16",""
"Female","561"
"Male","505"
"17",""
"Female","307"
"Male","324"
"18",""
"Female","506"
"Male","566"
"19",""
"Female","234"
"Male","246"
"2",""
"Female","538"
"Male","530"
"20",""
"Female","574"
"Male","441"
"21",""
"Female","234"
"Male","253"
"22",""
"Female","432"
"Male","380"
"23",""
"Female","263"
"Male","207"
"24",""
"Female","303"
"Male","229"
"25",""
"Female","804"
"Male","670"
"26",""
"Female","223"
"Male","250"
"27",""
"Female","224"
"Male","214"
"28",""
"Female","482"
"Male","367"
"29",""
"Female","94"
"Male","110"
"3",""
"Female","611"
"Male","640"
"30",""
"Female","863"
"Male","734"
"31",""
"Female","83"
"Male","91"
"32",""
"Female","354"
"Male","340"
"33",""
"Female","187"
"Male","106"
"34",""
"Female","154"
"Male","113"
"35",""
"Female","905"
"Male","854"
"36",""
"Female","158"
"Male","163"
"37",""
"Female","109"
"Male","102"
"38",""
"Female","363"
"Male","259"
"39",""
"Female","76"
"Male","67"
"4",""
"Female","582"
"Male","602"
"40",""
"Female","738"
"Male","841"
"41",""
"Female","69"
"Male","82"
"42",""
"Female","216"
"Male","235"
"43",""
"Female","93"
"Male","102"
"44",""
"Female","94"
"Male","71"
"45",""
"Female","598"
"Male","722"
"46",""
"Female","78"
"Male","73"
"47",""
"Female","67"
"Male","61"
"48",""
"Female","176"
"Male","156"
"49",""
"Female","73"
"Male","53"
"5",""
"Female","727"
"Male","793"
"50",""
"Female","520"
"Male","590"
"51",""
"Female","56"
"Male","52"
"52",""
"Female","120"
"Male","139"
"53",""
"Female","71"
"Male","61"
"54",""
"Female","63"
"Male","60"
"55",""
"Female","430"
"Male","529"
"56",""
"Female","54"
"Male","77"
"57",""
"Female","46"
"Male","50"
"58",""
"Female","131"
"Male","114"
"59",""
"Female","55"
"Male","52"
"6",""
"Female","543"
"Male","635"
"60",""
"Female","407"
"Male","422"
"61",""
"Female","34"
"Male","55"
"62",""
"Female","100"
"Male","88"
"63",""
"Female","49"
"Male","28"
"64",""
"Female","44"
"Male","32"
"65",""
"Female","326"
"Male","310"
"66",""
"Female","29"
"Male","16"
"67",""
"Female","22"
"Male","36"
"68",""
"Female","64"
"Male","74"
"69",""
"Female","29"
"Male","29"
"7",""
"Female","619"
"Male","652"
"70",""
"Female","241"
"Male","239"
"71",""
"Female","23"
"Male","24"
"72",""
"Female","32"
"Male","48"
"73",""
"Female","12"
"Male","16"
"74",""
"Female","11"
"Male","11"
"75",""
"Female","109"
"Male","107"
"76",""
"Female","5"
"Male","10"
"77",""
"Female","0"
"Male","5"
"78",""
"Female","10"
"Male","20"
"79",""
"Female","4"
"Male","7"
"8",""
"Female","784"
"Male","852"
"80",""
"Female","60"
"Male","49"
"81",""
"Female","3"
"Male","8"
"82",""
"Female","3"
"Male","6"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","3"
"Male","0"
"85",""
"Female","55"
"Male","58"
"9",""
"Female","455"
"Male","420"
