"Population by disability type","Number"
"Blind/low vision",""
"Female","60"
"Male","40"
"","100"
"Deaf/hard of hearing",""
"Female","157"
"Male","140"
"","297"
"Deaf-Blind",""
"Female","7"
"Male","3"
"","10"
"Intellectual disable",""
"Female","28"
"Male","24"
"","52"
"Mental disable",""
"Female","15"
"Male","13"
"","28"
"Multiple disable",""
"Female","71"
"Male","104"
"","175"
"No disability",""
"Female","8655"
"Male","6584"
"","15239"
"Physical",""
"Female","107"
"Male","125"
"","232"
"Speech problem",""
"Female","72"
"Male","81"
"","153"
