"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","48"
"Male","47"
"Bangali",""
"Female","14"
"Male","17"
"Baraee",""
"Female","9"
"Male","7"
"Brahman - Hill",""
"Female","3651"
"Male","3052"
"Brahman - Tarai",""
"Female","342"
"Male","300"
"Chamar/ Harijan/ Ram",""
"Female","19"
"Male","15"
"Chhetri",""
"Female","2295"
"Male","1901"
"Dalit Others",""
"Female","22"
"Male","17"
"Damai/Dholi",""
"Female","150"
"Male","112"
"Dhanuk",""
"Female","41"
"Male","31"
"Gangai",""
"Female","199"
"Male","170"
"Gharti/Bhujel",""
"Female","132"
"Male","113"
"Gurung",""
"Female","47"
"Male","39"
"Hajam/Thakur",""
"Female","96"
"Male","79"
"Halwai",""
"Female","114"
"Male","116"
"Janajati Others",""
"Female","13"
"Male","13"
"Kahar",""
"Female","12"
"Male","11"
"Kalwar",""
"Female","59"
"Male","59"
"Kami",""
"Female","196"
"Male","178"
"Kanu",""
"Female","9"
"Male","11"
"Kathabaniyan",""
"Female","29"
"Male","29"
"Kewat",""
"Female","17"
"Male","11"
"Khatwe",""
"Female","32"
"Male","28"
"Koiri/Kushwaha",""
"Female","11"
"Male","16"
"Kumal",""
"Female","135"
"Male","123"
"Kurmi",""
"Female","30"
"Male","34"
"Limbu",""
"Female","746"
"Male","634"
"Magar",""
"Female","155"
"Male","134"
"Majhi",""
"Female","171"
"Male","172"
"Mallaha",""
"Female","45"
"Male","46"
"Meche",""
"Female","82"
"Male","79"
"Musahar",""
"Female","20"
"Male","15"
"Musalman",""
"Female","1655"
"Male","1472"
"Newar",""
"Female","442"
"Male","385"
"Nuniya",""
"Female","21"
"Male","24"
"Others",""
"Female","49"
"Male","37"
"Pattharkatta/ Kushwadiya",""
"Female","15"
"Male","14"
"Punjabi/Sikh",""
"Female","66"
"Male","57"
"Rai",""
"Female","334"
"Male","310"
"Rajbansi",""
"Female","3780"
"Male","3381"
"Rajput",""
"Female","7"
"Male","11"
"Sanyasi/Dasnami",""
"Female","120"
"Male","108"
"Sarki",""
"Female","19"
"Male","16"
"Satar/ Santhal",""
"Female","1343"
"Male","1289"
"Sherpa",""
"Female","31"
"Male","23"
"Sonar",""
"Female","31"
"Male","17"
"Sudhi",""
"Female","38"
"Male","34"
"Sunuwar",""
"Female","30"
"Male","23"
"Tajpuriya",""
"Female","80"
"Male","76"
"Tamang",""
"Female","374"
"Male","301"
"Teli",""
"Female","307"
"Male","283"
"Terai Others",""
"Female","18"
"Male","20"
"Tharu",""
"Female","119"
"Male","96"
"Undefined Others",""
"Female","38"
"Male","37"
"Yadav",""
"Female","85"
"Male","87"
