"Population by Mother tongue","Number"
"Bangla",""
"Female","79"
"Male","76"
"Bantawa",""
"Female","16"
"Male","10"
"Bhojpuri",""
"Female","41"
"Male","35"
"Bhujel",""
"Female","19"
"Male","15"
"Ganagai",""
"Female","20"
"Male","14"
"Gurung",""
"Female","36"
"Male","30"
"Hindi",""
"Female","5"
"Male","6"
"Limbu",""
"Female","704"
"Male","608"
"Magar",""
"Female","139"
"Male","118"
"Maithili",""
"Female","1385"
"Male","1319"
"Majhi",""
"Female","17"
"Male","14"
"Meche",""
"Female","80"
"Male","77"
"Nepali",""
"Female","7284"
"Male","6056"
"Newar",""
"Female","314"
"Male","282"
"Not Reported",""
"Female","20"
"Male","22"
"Others",""
"Female","36"
"Male","28"
"Rai",""
"Female","271"
"Male","265"
"Rajbanshi",""
"Female","4057"
"Male","3646"
"Santhali",""
"Female","1313"
"Male","1273"
"Sherpa",""
"Female","30"
"Male","23"
"Sign Language",""
"Female","4"
"Male","7"
"Sunuwar",""
"Female","21"
"Male","19"
"Tajpuriya",""
"Female","81"
"Male","74"
"Tamang",""
"Female","356"
"Male","281"
"Tharu",""
"Female","106"
"Male","82"
"Urdu",""
"Female","1509"
"Male","1330"
