"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","119"
"Male","100"
"Badi",""
"Female","42"
"Male","43"
"Brahman - Hill",""
"Female","99"
"Male","106"
"Chhetri",""
"Female","1282"
"Male","1183"
"Dalit Others",""
"Female","28"
"Male","24"
"Damai/Dholi",""
"Female","21"
"Male","19"
"Gharti/Bhujel",""
"Female","107"
"Male","102"
"Gurung",""
"Female","99"
"Male","98"
"Kami",""
"Female","206"
"Male","201"
"Koiri/Kushwaha",""
"Female","47"
"Male","49"
"Kulung",""
"Female","115"
"Male","103"
"Magar",""
"Female","22"
"Male","26"
"Nachhiring",""
"Female","1502"
"Male","1517"
"Newar",""
"Female","60"
"Male","37"
"Others",""
"Female","22"
"Male","25"
"Rai",""
"Female","311"
"Male","333"
"Sanyasi/Dasnami",""
"Female","15"
"Male","20"
"Sherpa",""
"Female","267"
"Male","246"
"Tamang",""
"Female","447"
"Male","446"
"Thulung",""
"Female","12"
"Male","18"
"Undefined Others",""
"Female","7"
"Male","4"
