"Population by Single Year of Age","Number"
"0",""
"Female","114"
"Male","108"
"1",""
"Female","60"
"Male","71"
"10",""
"Female","146"
"Male","142"
"11",""
"Female","126"
"Male","115"
"12",""
"Female","146"
"Male","141"
"13",""
"Female","107"
"Male","143"
"14",""
"Female","127"
"Male","141"
"15",""
"Female","113"
"Male","111"
"16",""
"Female","126"
"Male","138"
"17",""
"Female","111"
"Male","105"
"18",""
"Female","129"
"Male","140"
"19",""
"Female","84"
"Male","68"
"2",""
"Female","101"
"Male","99"
"20",""
"Female","91"
"Male","72"
"21",""
"Female","71"
"Male","54"
"22",""
"Female","89"
"Male","71"
"23",""
"Female","53"
"Male","51"
"24",""
"Female","66"
"Male","58"
"25",""
"Female","102"
"Male","49"
"26",""
"Female","81"
"Male","47"
"27",""
"Female","54"
"Male","47"
"28",""
"Female","68"
"Male","70"
"29",""
"Female","38"
"Male","33"
"3",""
"Female","98"
"Male","100"
"30",""
"Female","106"
"Male","76"
"31",""
"Female","46"
"Male","36"
"32",""
"Female","63"
"Male","46"
"33",""
"Female","38"
"Male","43"
"34",""
"Female","52"
"Male","43"
"35",""
"Female","72"
"Male","65"
"36",""
"Female","50"
"Male","40"
"37",""
"Female","43"
"Male","36"
"38",""
"Female","55"
"Male","51"
"39",""
"Female","32"
"Male","22"
"4",""
"Female","122"
"Male","120"
"40",""
"Female","97"
"Male","72"
"41",""
"Female","48"
"Male","54"
"42",""
"Female","45"
"Male","52"
"43",""
"Female","37"
"Male","35"
"44",""
"Female","35"
"Male","31"
"45",""
"Female","61"
"Male","69"
"46",""
"Female","44"
"Male","34"
"47",""
"Female","28"
"Male","32"
"48",""
"Female","38"
"Male","39"
"49",""
"Female","27"
"Male","32"
"5",""
"Female","116"
"Male","138"
"50",""
"Female","62"
"Male","71"
"51",""
"Female","33"
"Male","39"
"52",""
"Female","43"
"Male","30"
"53",""
"Female","35"
"Male","35"
"54",""
"Female","23"
"Male","27"
"55",""
"Female","29"
"Male","48"
"56",""
"Female","31"
"Male","27"
"57",""
"Female","37"
"Male","44"
"58",""
"Female","29"
"Male","31"
"59",""
"Female","21"
"Male","26"
"6",""
"Female","134"
"Male","139"
"60",""
"Female","45"
"Male","38"
"61",""
"Female","23"
"Male","17"
"62",""
"Female","27"
"Male","31"
"63",""
"Female","29"
"Male","29"
"64",""
"Female","21"
"Male","23"
"65",""
"Female","28"
"Male","36"
"66",""
"Female","17"
"Male","12"
"67",""
"Female","17"
"Male","18"
"68",""
"Female","20"
"Male","27"
"69",""
"Female","9"
"Male","17"
"7",""
"Female","143"
"Male","147"
"70",""
"Female","30"
"Male","18"
"71",""
"Female","10"
"Male","12"
"72",""
"Female","13"
"Male","15"
"73",""
"Female","7"
"Male","13"
"74",""
"Female","5"
"Male","3"
"75",""
"Female","14"
"Male","19"
"76",""
"Female","8"
"Male","2"
"77",""
"Female","11"
"Male","13"
"78",""
"Female","17"
"Male","12"
"79",""
"Female","3"
"Male","4"
"8",""
"Female","141"
"Male","170"
"80",""
"Female","8"
"Male","8"
"81",""
"Female","3"
"Male","5"
"82",""
"Female","5"
"Male","5"
"83",""
"Female","4"
"Male","2"
"84",""
"Female","5"
"Male","1"
"85",""
"Female","19"
"Male","17"
"9",""
"Female","115"
"Male","129"
