"Population by Educational Attainment","Number"
"Beginners",""
"Female","3365"
"Male","4556"
"","7921"
"Graduate and Equivalent",""
"Female","2608"
"Male","9295"
"","11903"
"Intermediate and Equivalent",""
"Female","7136"
"Male","15349"
"","22485"
"Level not Stated",""
"Female","1949"
"Male","2646"
"","4595"
"Lower Secondary (Class 6-8)",""
"Female","29420"
"Male","41016"
"","70436"
"Non Formal Education",""
"Female","3419"
"Male","4085"
"","7504"
"Others",""
"Female","366"
"Male","431"
"","797"
"Post Graduate Equivalent and Above",""
"Female","490"
"Male","2439"
"","2929"
"Primary Education (1-5 Class)",""
"Female","62994"
"Male","76423"
"","139417"
"Secondary Level (Class 9-10)",""
"Female","14516"
"Male","27379"
"","41895"
"SLC and Equivalent",""
"Female","12188"
"Male","23917"
"","36105"
