"Population by Educational Attainment","Number"
"Beginners",""
"Female","2443"
"Male","2978"
"","5421"
"Graduate and Equivalent",""
"Female","2473"
"Male","6455"
"","8928"
"Intermediate and Equivalent",""
"Female","4431"
"Male","8605"
"","13036"
"Level not Stated",""
"Female","427"
"Male","470"
"","897"
"Lower Secondary (Class 6-8)",""
"Female","10914"
"Male","16671"
"","27585"
"Non Formal Education",""
"Female","420"
"Male","520"
"","940"
"Others",""
"Female","76"
"Male","96"
"","172"
"Post Graduate Equivalent and Above",""
"Female","550"
"Male","1732"
"","2282"
"Primary Education (1-5 Class)",""
"Female","24628"
"Male","31653"
"","56281"
"Secondary Level (Class 9-10)",""
"Female","5758"
"Male","10995"
"","16753"
"SLC and Equivalent",""
"Female","5114"
"Male","8092"
"","13206"
