"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","129"
"Male","147"
"","276"
"Badi",""
"Female","8"
"Male","8"
"","16"
"Baraee",""
"Female","205"
"Male","179"
"","384"
"Bin",""
"Female","841"
"Male","854"
"","1695"
"Brahman - Hill",""
"Female","547"
"Male","616"
"","1163"
"Brahman - Tarai",""
"Female","1100"
"Male","1066"
"","2166"
"Chamar/ Harijan/ Ram",""
"Female","649"
"Male","662"
"","1311"
"Chhetri",""
"Female","15"
"Male","13"
"","28"
"Dhanuk",""
"Female","2356"
"Male","2288"
"","4644"
"Dhobi",""
"Female","91"
"Male","89"
"","180"
"Dhunia",""
"Female","10"
"Male","6"
"","16"
"Dom",""
"Female","28"
"Male","23"
"","51"
"Dusadh/ Pasawan/ Pasi",""
"Female","543"
"Male","535"
"","1078"
"Gaderi/Bhedihar",""
"Female","408"
"Male","376"
"","784"
"Hajam/Thakur",""
"Female","261"
"Male","256"
"","517"
"Halkhor",""
"Female","33"
"Male","34"
"","67"
"Halwai",""
"Female","286"
"Male","337"
"","623"
"Kalwar",""
"Female","67"
"Male","70"
"","137"
"Kami",""
"Female","10"
"Male","11"
"","21"
"Kanu",""
"Female","54"
"Male","48"
"","102"
"Kathabaniyan",""
"Female","13"
"Male","9"
"","22"
"Kayastha",""
"Female","379"
"Male","400"
"","779"
"Kewat",""
"Female","303"
"Male","305"
"","608"
"Khatwe",""
"Female","542"
"Male","513"
"","1055"
"Koiri/Kushwaha",""
"Female","464"
"Male","480"
"","944"
"Kumhar",""
"Female","462"
"Male","429"
"","891"
"Lohar",""
"Female","147"
"Male","143"
"","290"
"Magar",""
"Female","9"
"Male","6"
"","15"
"Mali",""
"Female","35"
"Male","41"
"","76"
"Musahar",""
"Female","532"
"Male","596"
"","1128"
"Musalman",""
"Female","863"
"Male","858"
"","1721"
"Nuniya",""
"Female","427"
"Male","376"
"","803"
"Others",""
"Female","31"
"Male","20"
"","51"
"Punjabi/Sikh",""
"Female","81"
"Male","93"
"","174"
"Sanyasi/Dasnami",""
"Female","39"
"Male","40"
"","79"
"Sonar",""
"Female","94"
"Male","113"
"","207"
"Sudhi",""
"Female","523"
"Male","527"
"","1050"
"Tamang",""
"Female","12"
"Male","7"
"","19"
"Tatma/Tatwa",""
"Female","867"
"Male","832"
"","1699"
"Teli",""
"Female","1316"
"Male","1362"
"","2678"
"Terai Others",""
"Female","21"
"Male","22"
"","43"
"Tharu",""
"Female","708"
"Male","630"
"","1338"
"Undefined Others",""
"Female","19"
"Male","11"
"","30"
"Yadav",""
"Female","2205"
"Male","2419"
"","4624"
