"Population by Educational Attainment","Number"
"Beginners",""
"Female","630"
"Male","716"
"","1346"
"Graduate and Equivalent",""
"Female","53"
"Male","130"
"","183"
"Intermediate and Equivalent",""
"Female","197"
"Male","406"
"","603"
"Level not Stated",""
"Female","30"
"Male","24"
"","54"
"Lower Secondary (Class 6-8)",""
"Female","2089"
"Male","2667"
"","4756"
"Non Formal Education",""
"Female","730"
"Male","391"
"","1121"
"Others",""
"Female","10"
"Male","14"
"","24"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","22"
"","23"
"Primary Education (1-5 Class)",""
"Female","3902"
"Male","4946"
"","8848"
"Secondary Level (Class 9-10)",""
"Female","976"
"Male","1449"
"","2425"
"SLC and Equivalent",""
"Female","620"
"Male","1006"
"","1626"
