"Population by Caste Ethinicity","Number"
"Badi",""
"Female","24"
"Male","19"
"","43"
"Brahman - Hill",""
"Female","571"
"Male","488"
"","1059"
"Chhetri",""
"Female","1716"
"Male","1451"
"","3167"
"Dalit Others",""
"Female","122"
"Male","94"
"","216"
"Damai/Dholi",""
"Female","296"
"Male","233"
"","529"
"Kami",""
"Female","472"
"Male","407"
"","879"
"Kayastha",""
"Female","12"
"Male","15"
"","27"
"Koiri/Kushwaha",""
"Female","10"
"Male","10"
"","20"
"Kumal",""
"Female","5"
"Male","9"
"","14"
"Lohar",""
"Female","7"
"Male","4"
"","11"
"Magar",""
"Female","25"
"Male","19"
"","44"
"Musalman",""
"Female","192"
"Male","178"
"","370"
"Newar",""
"Female","27"
"Male","31"
"","58"
"Others",""
"Female","38"
"Male","23"
"","61"
"Sarki",""
"Female","59"
"Male","40"
"","99"
"Sonar",""
"Female","22"
"Male","19"
"","41"
"Teli",""
"Female","13"
"Male","13"
"","26"
"Thakuri",""
"Female","300"
"Male","256"
"","556"
"Tharu",""
"Female","14714"
"Male","14525"
"","29239"
