"Population by Mother tongue","Number"
"Bahing",""
"Female","16"
"Male","9"
"Bangla",""
"Female","50"
"Male","81"
"Bantawa",""
"Female","516"
"Male","410"
"Bhojpuri",""
"Female","32"
"Male","34"
"Bhujel",""
"Female","31"
"Male","32"
"Chamling",""
"Female","590"
"Male","499"
"Dhimal",""
"Female","959"
"Male","704"
"Doteli",""
"Female","9"
"Male","3"
"Dumi",""
"Female","11"
"Male","6"
"Dungmali",""
"Female","7"
"Male","8"
"Gurung",""
"Female","560"
"Male","449"
"Hindi",""
"Female","17"
"Male","30"
"Khaling",""
"Female","19"
"Male","19"
"Koyee",""
"Female","22"
"Male","24"
"Kulung",""
"Female","99"
"Male","80"
"Kumal",""
"Female","14"
"Male","11"
"Limbu",""
"Female","4099"
"Male","3414"
"Lohorung",""
"Female","19"
"Male","14"
"Magar",""
"Female","1190"
"Male","1010"
"Maithili",""
"Female","1339"
"Male","1298"
"Majhi",""
"Female","86"
"Male","86"
"Mewahang",""
"Female","21"
"Male","21"
"Nachhiring",""
"Female","32"
"Male","22"
"Nepali",""
"Female","17755"
"Male","14600"
"Newar",""
"Female","533"
"Male","497"
"Not Reported",""
"Female","297"
"Male","236"
"Others",""
"Female","85"
"Male","64"
"Puma",""
"Female","9"
"Male","13"
"Rai",""
"Female","1885"
"Male","1541"
"Rajbanshi",""
"Female","200"
"Male","173"
"Rajsthani",""
"Female","6"
"Male","9"
"Sampang",""
"Female","151"
"Male","116"
"Sanskrit",""
"Female","30"
"Male","26"
"Santhali",""
"Female","169"
"Male","147"
"Sherpa",""
"Female","25"
"Male","32"
"Sign Language",""
"Female","6"
"Male","5"
"Sunuwar",""
"Female","58"
"Male","51"
"Tajpuriya",""
"Female","6"
"Male","5"
"Tamang",""
"Female","1381"
"Male","1138"
"Thami",""
"Female","10"
"Male","11"
"Tharu",""
"Female","665"
"Male","529"
"Thulung",""
"Female","84"
"Male","62"
"Uranw/Urau",""
"Female","94"
"Male","90"
"Urdu",""
"Female","21"
"Male","23"
"Wambule",""
"Female","55"
"Male","39"
"Yakkha",""
"Female","83"
"Male","62"
"Yamphu/Yamphe",""
"Female","30"
"Male","23"
