"Population by Educational Attainment","Number"
"Beginners",""
"Female","694"
"Male","805"
"Graduate and Equivalent",""
"Female","208"
"Male","382"
"Intermediate and Equivalent",""
"Female","900"
"Male","1020"
"Level not Stated",""
"Female","91"
"Male","102"
"Lower Secondary (Class 6-8)",""
"Female","5148"
"Male","4456"
"Non Formal Education",""
"Female","1302"
"Male","1440"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","32"
"Male","124"
"Primary Education (1-5 Class)",""
"Female","6944"
"Male","7242"
"Secondary Level (Class 9-10)",""
"Female","3336"
"Male","2920"
"SLC and Equivalent",""
"Female","2978"
"Male","2703"
