"Population by Mother tongue","Number"
"Bantawa",""
"Female","9"
"Male","16"
"","25"
"Bhojpuri",""
"Female","5"
"Male","8"
"","13"
"Gurung",""
"Female","1085"
"Male","857"
"","1942"
"Limbu",""
"Female","3932"
"Male","3389"
"","7321"
"Magar",""
"Female","109"
"Male","120"
"","229"
"Maithili",""
"Female","34"
"Male","64"
"","98"
"Nepali",""
"Female","6370"
"Male","5827"
"","12197"
"Newar",""
"Female","115"
"Male","119"
"","234"
"Not Reported",""
"Female","112"
"Male","108"
"","220"
"Others",""
"Female","142"
"Male","155"
"","297"
"Rai",""
"Female","327"
"Male","298"
"","625"
"Sherpa",""
"Female","871"
"Male","722"
"","1593"
"Sign Language",""
"Female","20"
"Male","18"
"","38"
"Sunuwar",""
"Female","220"
"Male","200"
"","420"
"Tamang",""
"Female","540"
"Male","498"
"","1038"
"Tharu",""
"Female","24"
"Male","38"
"","62"
"Thulung",""
"Female","6"
"Male","5"
"","11"
"Waling/Walung",""
"Female","20"
"Male","23"
"","43"
