"Population by disability type","Number"
"Blind/low vision",""
"Female","62"
"Male","46"
"","108"
"Deaf/hard of hearing",""
"Female","35"
"Male","40"
"","75"
"Deaf-Blind",""
"Female","0"
"Male","6"
"","6"
"Intellectual disable",""
"Female","4"
"Male","2"
"","6"
"Mental disable",""
"Female","11"
"Male","10"
"","21"
"Multiple disable",""
"Female","25"
"Male","20"
"","45"
"No disability",""
"Female","13654"
"Male","12134"
"","25788"
"Physical",""
"Female","109"
"Male","168"
"","277"
"Speech problem",""
"Female","41"
"Male","39"
"","80"
