"Population by Educational Attainment","Number"
"Beginners",""
"Female","650"
"Male","817"
"Graduate and Equivalent",""
"Female","73"
"Male","252"
"Intermediate and Equivalent",""
"Female","507"
"Male","834"
"Level not Stated",""
"Female","73"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","2258"
"Male","3464"
"Non Formal Education",""
"Female","382"
"Male","494"
"Others",""
"Female","6"
"Male","19"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","67"
"Primary Education (1-5 Class)",""
"Female","5496"
"Male","7089"
"Secondary Level (Class 9-10)",""
"Female","988"
"Male","1621"
"SLC and Equivalent",""
"Female","1020"
"Male","1565"
