"Population by Caste/Ethinicity","Number"
"Bantaba",""
"Female","26"
"Male","23"
"Baraee",""
"Female","12"
"Male","12"
"Brahman - Hill",""
"Female","1193"
"Male","1039"
"Chamling",""
"Female","8"
"Male","6"
"Chhetri",""
"Female","2103"
"Male","1937"
"Dalit Others",""
"Female","14"
"Male","11"
"Damai/Dholi",""
"Female","344"
"Male","299"
"Danuwar",""
"Female","31"
"Male","31"
"Gharti/Bhujel",""
"Female","39"
"Male","34"
"Gurung",""
"Female","113"
"Male","110"
"Jhangad/ Dhagar",""
"Female","28"
"Male","31"
"Kami",""
"Female","856"
"Male","772"
"Khawas",""
"Female","9"
"Male","10"
"Kulung",""
"Female","87"
"Male","82"
"Kumal",""
"Female","144"
"Male","156"
"Limbu",""
"Female","4187"
"Male","3734"
"Magar",""
"Female","1818"
"Male","1670"
"Majhi",""
"Female","42"
"Male","34"
"Newar",""
"Female","376"
"Male","357"
"Others",""
"Female","69"
"Male","69"
"Rai",""
"Female","3542"
"Male","3403"
"Samgpang",""
"Female","19"
"Male","13"
"Sanyasi/Dasnami",""
"Female","322"
"Male","284"
"Sarki",""
"Female","56"
"Male","38"
"Sherpa",""
"Female","68"
"Male","48"
"Sunuwar",""
"Female","114"
"Male","93"
"Tamang",""
"Female","1298"
"Male","1152"
"Teli",""
"Female","19"
"Male","20"
"Terai Others",""
"Female","9"
"Male","5"
"Tharu",""
"Female","6"
"Male","6"
"Undefined Others",""
"Female","39"
"Male","43"
"Yakkha",""
"Female","34"
"Male","29"
