"Population by Caste Ethinicity","Number"
"Amat",""
"Female","68"
"Male","50"
"","118"
"Badhaee",""
"Female","30"
"Male","21"
"","51"
"Bantar/Sardar",""
"Female","23"
"Male","17"
"","40"
"Baraee",""
"Female","355"
"Male","330"
"","685"
"Bin",""
"Female","24"
"Male","14"
"","38"
"Brahman - Hill",""
"Female","72"
"Male","63"
"","135"
"Brahman - Tarai",""
"Female","1004"
"Male","907"
"","1911"
"Chamar/ Harijan/ Ram",""
"Female","908"
"Male","818"
"","1726"
"Chhetri",""
"Female","91"
"Male","51"
"","142"
"Dhanuk",""
"Female","1043"
"Male","953"
"","1996"
"Dhobi",""
"Female","173"
"Male","163"
"","336"
"Dhunia",""
"Female","373"
"Male","319"
"","692"
"Dom",""
"Female","57"
"Male","59"
"","116"
"Dusadh/ Pasawan/ Pasi",""
"Female","495"
"Male","467"
"","962"
"Gaderi/Bhedihar",""
"Female","19"
"Male","13"
"","32"
"Hajam/Thakur",""
"Female","249"
"Male","259"
"","508"
"Halwai",""
"Female","143"
"Male","125"
"","268"
"Kalwar",""
"Female","131"
"Male","134"
"","265"
"Kami",""
"Female","20"
"Male","15"
"","35"
"Kanu",""
"Female","152"
"Male","124"
"","276"
"Kathabaniyan",""
"Female","78"
"Male","80"
"","158"
"Kayastha",""
"Female","14"
"Male","11"
"","25"
"Kewat",""
"Female","230"
"Male","204"
"","434"
"Khatwe",""
"Female","481"
"Male","371"
"","852"
"Koiri/Kushwaha",""
"Female","219"
"Male","209"
"","428"
"Kumal",""
"Female","81"
"Male","85"
"","166"
"Kumhar",""
"Female","172"
"Male","145"
"","317"
"Kurmi",""
"Female","184"
"Male","147"
"","331"
"Limbu",""
"Female","9"
"Male","4"
"","13"
"Lohar",""
"Female","142"
"Male","151"
"","293"
"Mali",""
"Female","46"
"Male","35"
"","81"
"Mallaha",""
"Female","768"
"Male","710"
"","1478"
"Marwadi",""
"Female","12"
"Male","10"
"","22"
"Musahar",""
"Female","893"
"Male","932"
"","1825"
"Musalman",""
"Female","4439"
"Male","3645"
"","8084"
"Natuwa",""
"Female","12"
"Male","9"
"","21"
"Nuniya",""
"Female","272"
"Male","207"
"","479"
"Others",""
"Female","30"
"Male","19"
"","49"
"Rajput",""
"Female","21"
"Male","21"
"","42"
"Sanyasi/Dasnami",""
"Female","12"
"Male","8"
"","20"
"Sonar",""
"Female","197"
"Male","189"
"","386"
"Sudhi",""
"Female","253"
"Male","273"
"","526"
"Tatma/Tatwa",""
"Female","507"
"Male","437"
"","944"
"Teli",""
"Female","1120"
"Male","1036"
"","2156"
"Terai Others",""
"Female","69"
"Male","51"
"","120"
"Yadav",""
"Female","5243"
"Male","5058"
"","10301"
