"Population by Educational Attainment","Number"
"Beginners",""
"Female","1058"
"Male","1244"
"","2302"
"Graduate and Equivalent",""
"Female","55"
"Male","201"
"","256"
"Intermediate and Equivalent",""
"Female","329"
"Male","625"
"","954"
"Level not Stated",""
"Female","54"
"Male","52"
"","106"
"Lower Secondary (Class 6-8)",""
"Female","3249"
"Male","4006"
"","7255"
"Non Formal Education",""
"Female","780"
"Male","584"
"","1364"
"Others",""
"Female","13"
"Male","13"
"","26"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","47"
"","54"
"Primary Education (1-5 Class)",""
"Female","7001"
"Male","7724"
"","14725"
"Secondary Level (Class 9-10)",""
"Female","1456"
"Male","2012"
"","3468"
"SLC and Equivalent",""
"Female","838"
"Male","1129"
"","1967"
