"Population by disability type","Number"
"Blind/low vision",""
"Female","144"
"Male","145"
"","289"
"Deaf/hard of hearing",""
"Female","126"
"Male","153"
"","279"
"Deaf-Blind",""
"Female","14"
"Male","13"
"","27"
"Intellectual disable",""
"Female","11"
"Male","18"
"","29"
"Mental disable",""
"Female","77"
"Male","50"
"","127"
"Multiple disable",""
"Female","55"
"Male","49"
"","104"
"No disability",""
"Female","28401"
"Male","25200"
"","53601"
"Physical",""
"Female","314"
"Male","415"
"","729"
"Speech problem",""
"Female","51"
"Male","78"
"","129"
