"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","129"
"Male","157"
"Baraee",""
"Female","1499"
"Male","1566"
"Bin",""
"Female","859"
"Male","918"
"Brahman - Hill",""
"Female","93"
"Male","119"
"Brahman - Tarai",""
"Female","70"
"Male","79"
"Chamar/ Harijan/ Ram",""
"Female","527"
"Male","533"
"Damai/Dholi",""
"Female","47"
"Male","42"
"Dhanuk",""
"Female","20"
"Male","26"
"Dhobi",""
"Female","347"
"Male","334"
"Dhunia",""
"Female","19"
"Male","23"
"Dusadh/ Pasawan/ Pasi",""
"Female","298"
"Male","327"
"Ghale",""
"Female","58"
"Male","68"
"Hajam/Thakur",""
"Female","169"
"Male","185"
"Kahar",""
"Female","39"
"Male","51"
"Kalwar",""
"Female","250"
"Male","263"
"Kamar",""
"Female","50"
"Male","47"
"Kanu",""
"Female","929"
"Male","1019"
"Kathabaniyan",""
"Female","222"
"Male","227"
"Kayastha",""
"Female","7"
"Male","7"
"Koiri/Kushwaha",""
"Female","258"
"Male","303"
"Kumal",""
"Female","327"
"Male","386"
"Kumhar",""
"Female","219"
"Male","213"
"Kurmi",""
"Female","911"
"Male","932"
"Limbu",""
"Female","10"
"Male","9"
"Lohar",""
"Female","196"
"Male","224"
"Magar",""
"Female","367"
"Male","408"
"Mali",""
"Female","9"
"Male","12"
"Mallaha",""
"Female","455"
"Male","495"
"Musalman",""
"Female","1302"
"Male","1329"
"Nuniya",""
"Female","59"
"Male","69"
"Others",""
"Female","31"
"Male","15"
"Sanyasi/Dasnami",""
"Female","110"
"Male","121"
"Sarki",""
"Female","19"
"Male","31"
"Sonar",""
"Female","124"
"Male","135"
"Tatma/Tatwa",""
"Female","595"
"Male","622"
"Teli",""
"Female","785"
"Male","876"
"Terai Others",""
"Female","125"
"Male","148"
"Yadav",""
"Female","274"
"Male","301"
"Yakkha",""
"Female","24"
"Male","16"
