"Population by Educational Attainment","Number"
"Beginners",""
"Female","739"
"Male","831"
"Graduate and Equivalent",""
"Female","211"
"Male","414"
"Intermediate and Equivalent",""
"Female","795"
"Male","923"
"Level not Stated",""
"Female","37"
"Male","36"
"Lower Secondary (Class 6-8)",""
"Female","4827"
"Male","4764"
"Non Formal Education",""
"Female","1490"
"Male","1494"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","58"
"Male","169"
"Primary Education (1-5 Class)",""
"Female","7268"
"Male","7668"
"Secondary Level (Class 9-10)",""
"Female","3485"
"Male","3409"
"SLC and Equivalent",""
"Female","2848"
"Male","2870"
