"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","10"
"Male","5"
"Amat",""
"Female","25"
"Male","12"
"Badhaee",""
"Female","13"
"Male","17"
"Badi",""
"Female","10"
"Male","9"
"Bangali",""
"Female","33"
"Male","36"
"Bantaba",""
"Female","32"
"Male","34"
"Bantar/Sardar",""
"Female","153"
"Male","146"
"Baraee",""
"Female","8"
"Male","5"
"Bhote",""
"Female","7"
"Male","5"
"Brahman - Hill",""
"Female","4012"
"Male","3347"
"Chamar/ Harijan/ Ram",""
"Female","31"
"Male","32"
"Chamling",""
"Female","37"
"Male","29"
"Chhetri",""
"Female","6770"
"Male","5557"
"Dalit Others",""
"Female","20"
"Male","9"
"Damai/Dholi",""
"Female","721"
"Male","596"
"Danuwar",""
"Female","60"
"Male","61"
"Darai",""
"Female","7"
"Male","8"
"Dhanuk",""
"Female","16"
"Male","18"
"Dhimal",""
"Female","1749"
"Male","1481"
"Dom",""
"Female","15"
"Male","17"
"Dusadh/ Pasawan/ Pasi",""
"Female","23"
"Male","24"
"Ghale",""
"Female","9"
"Male","8"
"Gharti/Bhujel",""
"Female","272"
"Male","236"
"Gurung",""
"Female","1100"
"Male","863"
"Hajam/Thakur",""
"Female","70"
"Male","66"
"Halwai",""
"Female","51"
"Male","49"
"Jhangad/ Dhagar",""
"Female","162"
"Male","131"
"Kalwar",""
"Female","54"
"Male","65"
"Kami",""
"Female","1158"
"Male","917"
"Kathabaniyan",""
"Female","40"
"Male","28"
"Khawas",""
"Female","1943"
"Male","1690"
"Koiri/Kushwaha",""
"Female","134"
"Male","122"
"Kulung",""
"Female","249"
"Male","208"
"Kumal",""
"Female","45"
"Male","41"
"Kumhar",""
"Female","19"
"Male","19"
"Kurmi",""
"Female","6"
"Male","9"
"Limbu",""
"Female","1697"
"Male","1330"
"Loharung",""
"Female","8"
"Male","8"
"Magar",""
"Female","859"
"Male","728"
"Majhi",""
"Female","316"
"Male","260"
"Mallaha",""
"Female","37"
"Male","40"
"Marwadi",""
"Female","29"
"Male","27"
"Musahar",""
"Female","288"
"Male","304"
"Musalman",""
"Female","101"
"Male","122"
"Newar",""
"Female","1111"
"Male","992"
"Nuniya",""
"Female","7"
"Male","5"
"Others",""
"Female","36"
"Male","47"
"Pattharkatta/ Kushwadiya",""
"Female","19"
"Male","7"
"Punjabi/Sikh",""
"Female","8"
"Male","7"
"Rai",""
"Female","3920"
"Male","3150"
"Rajbansi",""
"Female","1650"
"Male","1422"
"Rajput",""
"Female","16"
"Male","23"
"Samgpang",""
"Female","18"
"Male","19"
"Sanyasi/Dasnami",""
"Female","660"
"Male","573"
"Sarki",""
"Female","340"
"Male","287"
"Satar/ Santhal",""
"Female","88"
"Male","92"
"Sherpa",""
"Female","59"
"Male","39"
"Sudhi",""
"Female","4"
"Male","11"
"Sunuwar",""
"Female","26"
"Male","30"
"Tamang",""
"Female","1441"
"Male","1265"
"Teli",""
"Female","243"
"Male","235"
"Terai Others",""
"Female","26"
"Male","32"
"Thakuri",""
"Female","10"
"Male","5"
"Tharu",""
"Female","3389"
"Male","2859"
"Thulung",""
"Female","23"
"Male","25"
"Undefined Others",""
"Female","52"
"Male","52"
"Yadav",""
"Female","85"
"Male","101"
"Yakkha",""
"Female","140"
"Male","105"
"Yamphu",""
"Female","11"
"Male","9"
