"Population by Educational Attainment","Number"
"Beginners",""
"Female","1116"
"Male","1188"
"","2304"
"Graduate and Equivalent",""
"Female","600"
"Male","1203"
"","1803"
"Intermediate and Equivalent",""
"Female","2051"
"Male","2509"
"","4560"
"Level not Stated",""
"Female","106"
"Male","124"
"","230"
"Lower Secondary (Class 6-8)",""
"Female","9497"
"Male","9235"
"","18732"
"Non Formal Education",""
"Female","1318"
"Male","1475"
"","2793"
"Others",""
"Female","5"
"Male","11"
"","16"
"Post Graduate Equivalent and Above",""
"Female","108"
"Male","299"
"","407"
"Primary Education (1-5 Class)",""
"Female","12538"
"Male","13714"
"","26252"
"Secondary Level (Class 9-10)",""
"Female","6958"
"Male","6373"
"","13331"
"SLC and Equivalent",""
"Female","4586"
"Male","4809"
"","9395"
