"Population by Educational Attainment","Number"
"Beginners",""
"Female","643"
"Male","706"
"Graduate and Equivalent",""
"Female","45"
"Male","141"
"Intermediate and Equivalent",""
"Female","267"
"Male","462"
"Level not Stated",""
"Female","32"
"Male","25"
"Lower Secondary (Class 6-8)",""
"Female","2586"
"Male","2842"
"Non Formal Education",""
"Female","458"
"Male","324"
"Others",""
"Female","8"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","39"
"Primary Education (1-5 Class)",""
"Female","4988"
"Male","5510"
"Secondary Level (Class 9-10)",""
"Female","1059"
"Male","1291"
"SLC and Equivalent",""
"Female","561"
"Male","767"
