"Population by Single Year of Age","Number"
"0",""
"Female","357"
"Male","364"
"1",""
"Female","302"
"Male","301"
"10",""
"Female","618"
"Male","621"
"11",""
"Female","421"
"Male","448"
"12",""
"Female","610"
"Male","680"
"13",""
"Female","502"
"Male","498"
"14",""
"Female","620"
"Male","563"
"15",""
"Female","547"
"Male","474"
"16",""
"Female","549"
"Male","515"
"17",""
"Female","497"
"Male","423"
"18",""
"Female","574"
"Male","467"
"19",""
"Female","302"
"Male","233"
"2",""
"Female","347"
"Male","398"
"20",""
"Female","549"
"Male","381"
"21",""
"Female","308"
"Male","195"
"22",""
"Female","430"
"Male","312"
"23",""
"Female","307"
"Male","206"
"24",""
"Female","328"
"Male","228"
"25",""
"Female","498"
"Male","383"
"26",""
"Female","307"
"Male","236"
"27",""
"Female","272"
"Male","218"
"28",""
"Female","390"
"Male","306"
"29",""
"Female","188"
"Male","148"
"3",""
"Female","397"
"Male","438"
"30",""
"Female","586"
"Male","429"
"31",""
"Female","130"
"Male","151"
"32",""
"Female","299"
"Male","232"
"33",""
"Female","208"
"Male","134"
"34",""
"Female","175"
"Male","122"
"35",""
"Female","498"
"Male","459"
"36",""
"Female","205"
"Male","172"
"37",""
"Female","146"
"Male","133"
"38",""
"Female","248"
"Male","204"
"39",""
"Female","144"
"Male","88"
"4",""
"Female","405"
"Male","455"
"40",""
"Female","488"
"Male","478"
"41",""
"Female","110"
"Male","114"
"42",""
"Female","172"
"Male","220"
"43",""
"Female","117"
"Male","102"
"44",""
"Female","109"
"Male","69"
"45",""
"Female","338"
"Male","383"
"46",""
"Female","105"
"Male","119"
"47",""
"Female","75"
"Male","79"
"48",""
"Female","178"
"Male","137"
"49",""
"Female","95"
"Male","74"
"5",""
"Female","461"
"Male","476"
"50",""
"Female","374"
"Male","372"
"51",""
"Female","76"
"Male","83"
"52",""
"Female","116"
"Male","124"
"53",""
"Female","81"
"Male","74"
"54",""
"Female","86"
"Male","64"
"55",""
"Female","236"
"Male","276"
"56",""
"Female","104"
"Male","100"
"57",""
"Female","67"
"Male","79"
"58",""
"Female","112"
"Male","97"
"59",""
"Female","83"
"Male","66"
"6",""
"Female","447"
"Male","500"
"60",""
"Female","267"
"Male","267"
"61",""
"Female","64"
"Male","80"
"62",""
"Female","95"
"Male","74"
"63",""
"Female","62"
"Male","43"
"64",""
"Female","57"
"Male","52"
"65",""
"Female","186"
"Male","184"
"66",""
"Female","62"
"Male","53"
"67",""
"Female","52"
"Male","49"
"68",""
"Female","51"
"Male","88"
"69",""
"Female","35"
"Male","44"
"7",""
"Female","492"
"Male","457"
"70",""
"Female","145"
"Male","152"
"71",""
"Female","23"
"Male","30"
"72",""
"Female","35"
"Male","38"
"73",""
"Female","21"
"Male","26"
"74",""
"Female","14"
"Male","25"
"75",""
"Female","74"
"Male","76"
"76",""
"Female","8"
"Male","21"
"77",""
"Female","17"
"Male","19"
"78",""
"Female","18"
"Male","31"
"79",""
"Female","4"
"Male","13"
"8",""
"Female","521"
"Male","521"
"80",""
"Female","55"
"Male","35"
"81",""
"Female","3"
"Male","4"
"82",""
"Female","4"
"Male","6"
"83",""
"Female","3"
"Male","6"
"84",""
"Female","6"
"Male","12"
"85",""
"Female","56"
"Male","43"
"9",""
"Female","379"
"Male","410"
