"Population by Educational Attainment","Number"
"Beginners",""
"Female","170"
"Male","202"
"","372"
"Graduate and Equivalent",""
"Female","15"
"Male","51"
"","66"
"Intermediate and Equivalent",""
"Female","113"
"Male","129"
"","242"
"Level not Stated",""
"Female","11"
"Male","7"
"","18"
"Lower Secondary (Class 6-8)",""
"Female","1223"
"Male","1099"
"","2322"
"Non Formal Education",""
"Female","368"
"Male","174"
"","542"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","16"
"","17"
"Primary Education (1-5 Class)",""
"Female","2136"
"Male","2225"
"","4361"
"Secondary Level (Class 9-10)",""
"Female","625"
"Male","635"
"","1260"
"SLC and Equivalent",""
"Female","328"
"Male","327"
"","655"
