"Population by disability type","Number"
"Blind/low vision",""
"Female","90"
"Male","69"
"","159"
"Deaf/hard of hearing",""
"Female","178"
"Male","165"
"","343"
"Deaf-Blind",""
"Female","14"
"Male","7"
"","21"
"Intellectual disable",""
"Female","13"
"Male","20"
"","33"
"Mental disable",""
"Female","29"
"Male","21"
"","50"
"Multiple disable",""
"Female","43"
"Male","55"
"","98"
"No disability",""
"Female","8318"
"Male","6321"
"","14639"
"Physical",""
"Female","114"
"Male","149"
"","263"
"Speech problem",""
"Female","73"
"Male","74"
"","147"
