"Population by disability type","Number"
"Blind/low vision",""
"Female","84"
"Male","65"
"","149"
"Deaf/hard of hearing",""
"Female","104"
"Male","114"
"","218"
"Deaf-Blind",""
"Female","8"
"Male","9"
"","17"
"Intellectual disable",""
"Female","10"
"Male","10"
"","20"
"Mental disable",""
"Female","18"
"Male","15"
"","33"
"Multiple disable",""
"Female","17"
"Male","30"
"","47"
"No disability",""
"Female","17074"
"Male","14897"
"","31971"
"Physical",""
"Female","151"
"Male","211"
"","362"
"Speech problem",""
"Female","57"
"Male","65"
"","122"
