"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","68"
"Male","58"
"Bantar/Sardar",""
"Female","580"
"Male","507"
"Baraee",""
"Female","80"
"Male","62"
"Brahman - Hill",""
"Female","46"
"Male","32"
"Brahman - Tarai",""
"Female","21"
"Male","28"
"Chamar/ Harijan/ Ram",""
"Female","588"
"Male","550"
"Chhetri",""
"Female","66"
"Male","54"
"Dhanuk",""
"Female","193"
"Male","181"
"Dhimal",""
"Female","9"
"Male","10"
"Dhobi",""
"Female","151"
"Male","125"
"Dom",""
"Female","46"
"Male","47"
"Dusadh/ Pasawan/ Pasi",""
"Female","159"
"Male","155"
"Hajam/Thakur",""
"Female","211"
"Male","180"
"Halwai",""
"Female","468"
"Male","485"
"Kalwar",""
"Female","250"
"Male","235"
"Kami",""
"Female","83"
"Male","92"
"Kathabaniyan",""
"Female","246"
"Male","235"
"Kayastha",""
"Female","39"
"Male","35"
"Kewat",""
"Female","26"
"Male","19"
"Khatwe",""
"Female","1698"
"Male","1566"
"Koiri/Kushwaha",""
"Female","227"
"Male","220"
"Lohar",""
"Female","27"
"Male","26"
"Magar",""
"Female","142"
"Male","150"
"Mali",""
"Female","7"
"Male","6"
"Mallaha",""
"Female","224"
"Male","218"
"Musahar",""
"Female","717"
"Male","713"
"Musalman",""
"Female","893"
"Male","766"
"Newar",""
"Female","34"
"Male","31"
"Others",""
"Female","42"
"Male","22"
"Punjabi/Sikh",""
"Female","33"
"Male","29"
"Rai",""
"Female","17"
"Male","13"
"Rajbansi",""
"Female","17"
"Male","16"
"Rajdhob",""
"Female","1270"
"Male","1233"
"Rajput",""
"Female","13"
"Male","10"
"Sonar",""
"Female","15"
"Male","11"
"Tamang",""
"Female","84"
"Male","72"
"Tatma/Tatwa",""
"Female","7"
"Male","8"
"Teli",""
"Female","924"
"Male","814"
"Terai Others",""
"Female","18"
"Male","19"
"Thakuri",""
"Female","13"
"Male","7"
"Tharu",""
"Female","1337"
"Male","1260"
"Yadav",""
"Female","2474"
"Male","2524"
