"Population by Educational Attainment","Number"
"Beginners",""
"Female","633"
"Male","759"
"Graduate and Equivalent",""
"Female","172"
"Male","330"
"Intermediate and Equivalent",""
"Female","714"
"Male","1015"
"Level not Stated",""
"Female","50"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","3259"
"Male","3393"
"Non Formal Education",""
"Female","1484"
"Male","1515"
"Others",""
"Female","18"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","15"
"Male","100"
"Primary Education (1-5 Class)",""
"Female","5658"
"Male","6378"
"Secondary Level (Class 9-10)",""
"Female","1619"
"Male","1758"
"SLC and Equivalent",""
"Female","915"
"Male","1108"
