"Population by Mother tongue","Number"
"Achhami",""
"Female","1"
"Male","14"
"Avadhi",""
"Female","5"
"Male","55"
"Baitadeli",""
"Female","2"
"Male","18"
"Bajhangi",""
"Female","4"
"Male","25"
"Bajjika",""
"Female","7"
"Male","33"
"Bantawa",""
"Female","23"
"Male","17"
"Bhojpuri",""
"Female","111"
"Male","243"
"Chamling",""
"Female","12"
"Male","31"
"Chepang",""
"Female","7"
"Male","8"
"Doteli",""
"Female","79"
"Male","475"
"English",""
"Female","36"
"Male","95"
"Gurung",""
"Female","138"
"Male","142"
"Hindi",""
"Female","34"
"Male","60"
"Khash",""
"Female","5"
"Male","14"
"Kumal",""
"Female","4"
"Male","8"
"Limbu",""
"Female","73"
"Male","139"
"Magar",""
"Female","286"
"Male","355"
"Maithili",""
"Female","283"
"Male","1149"
"Nepali",""
"Female","14772"
"Male","20128"
"Newar",""
"Female","11687"
"Male","11378"
"Not Reported",""
"Female","11"
"Male","9"
"Others",""
"Female","63"
"Male","124"
"Rai",""
"Female","150"
"Male","174"
"Rajbanshi",""
"Female","6"
"Male","10"
"Sampang",""
"Female","10"
"Male","11"
"Sherpa",""
"Female","15"
"Male","31"
"Sunuwar",""
"Female","4"
"Male","7"
"Tamang",""
"Female","1159"
"Male","1338"
"Thami",""
"Female","7"
"Male","5"
"Tharu",""
"Female","124"
"Male","349"
"Urdu",""
"Female","8"
"Male","31"
