"Population by Educational Attainment","Number"
"Beginners",""
"Female","480"
"Male","630"
"Graduate and Equivalent",""
"Female","2833"
"Male","6764"
"Intermediate and Equivalent",""
"Female","3444"
"Male","5518"
"Level not Stated",""
"Female","75"
"Male","48"
"Lower Secondary (Class 6-8)",""
"Female","2842"
"Male","3436"
"Non Formal Education",""
"Female","1495"
"Male","1243"
"Others",""
"Female","12"
"Male","26"
"Post Graduate Equivalent and Above",""
"Female","954"
"Male","3468"
"Primary Education (1-5 Class)",""
"Female","3935"
"Male","4572"
"Secondary Level (Class 9-10)",""
"Female","2310"
"Male","3065"
"SLC and Equivalent",""
"Female","2913"
"Male","3937"
