"Population by Educational Attainment","Number"
"Beginners",""
"Female","141"
"Male","166"
"Graduate and Equivalent",""
"Female","24"
"Male","156"
"Intermediate and Equivalent",""
"Female","142"
"Male","461"
"Level not Stated",""
"Female","53"
"Male","44"
"Lower Secondary (Class 6-8)",""
"Female","1160"
"Male","1648"
"Non Formal Education",""
"Female","107"
"Male","211"
"Others",""
"Female","3"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","34"
"Primary Education (1-5 Class)",""
"Female","3067"
"Male","3819"
"Secondary Level (Class 9-10)",""
"Female","465"
"Male","977"
"SLC and Equivalent",""
"Female","389"
"Male","903"
