"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","68"
"Male","50"
"Badhaee",""
"Female","30"
"Male","21"
"Bantar/Sardar",""
"Female","23"
"Male","17"
"Baraee",""
"Female","355"
"Male","330"
"Bin",""
"Female","24"
"Male","14"
"Brahman - Hill",""
"Female","72"
"Male","63"
"Brahman - Tarai",""
"Female","1004"
"Male","907"
"Chamar/ Harijan/ Ram",""
"Female","908"
"Male","818"
"Chhetri",""
"Female","91"
"Male","51"
"Dhanuk",""
"Female","1043"
"Male","953"
"Dhobi",""
"Female","173"
"Male","163"
"Dhunia",""
"Female","373"
"Male","319"
"Dom",""
"Female","57"
"Male","59"
"Dusadh/ Pasawan/ Pasi",""
"Female","495"
"Male","467"
"Gaderi/Bhedihar",""
"Female","19"
"Male","13"
"Hajam/Thakur",""
"Female","249"
"Male","259"
"Halwai",""
"Female","143"
"Male","125"
"Kalwar",""
"Female","131"
"Male","134"
"Kami",""
"Female","20"
"Male","15"
"Kanu",""
"Female","152"
"Male","124"
"Kathabaniyan",""
"Female","78"
"Male","80"
"Kayastha",""
"Female","14"
"Male","11"
"Kewat",""
"Female","230"
"Male","204"
"Khatwe",""
"Female","481"
"Male","371"
"Koiri/Kushwaha",""
"Female","219"
"Male","209"
"Kumal",""
"Female","81"
"Male","85"
"Kumhar",""
"Female","172"
"Male","145"
"Kurmi",""
"Female","184"
"Male","147"
"Limbu",""
"Female","9"
"Male","4"
"Lohar",""
"Female","142"
"Male","151"
"Mali",""
"Female","46"
"Male","35"
"Mallaha",""
"Female","768"
"Male","710"
"Marwadi",""
"Female","12"
"Male","10"
"Musahar",""
"Female","893"
"Male","932"
"Musalman",""
"Female","4439"
"Male","3645"
"Natuwa",""
"Female","12"
"Male","9"
"Nuniya",""
"Female","272"
"Male","207"
"Others",""
"Female","30"
"Male","19"
"Rajput",""
"Female","21"
"Male","21"
"Sanyasi/Dasnami",""
"Female","12"
"Male","8"
"Sonar",""
"Female","197"
"Male","189"
"Sudhi",""
"Female","253"
"Male","273"
"Tatma/Tatwa",""
"Female","507"
"Male","437"
"Teli",""
"Female","1120"
"Male","1036"
"Terai Others",""
"Female","69"
"Male","51"
"Yadav",""
"Female","5243"
"Male","5058"
