"Population by Mother tongue","Number"
"Achhami",""
"Female","26"
"Male","65"
"Assami",""
"Female","11"
"Male","17"
"Athpariya",""
"Female","6"
"Male","7"
"Avadhi",""
"Female","168"
"Male","308"
"Bahing",""
"Female","100"
"Male","103"
"Baitadeli",""
"Female","26"
"Male","77"
"Bajhangi",""
"Female","28"
"Male","60"
"Bajjika",""
"Female","35"
"Male","165"
"Bangla",""
"Female","616"
"Male","2500"
"Bantawa",""
"Female","364"
"Male","328"
"Belhare",""
"Female","6"
"Male","10"
"Bhojpuri",""
"Female","5718"
"Male","13606"
"Bhujel",""
"Female","31"
"Male","33"
"Bote",""
"Female","15"
"Male","13"
"Chamling",""
"Female","380"
"Male","413"
"Chepang",""
"Female","61"
"Male","68"
"Chhantyal",""
"Female","164"
"Male","163"
"Chinese",""
"Female","19"
"Male","31"
"Danuwar",""
"Female","125"
"Male","168"
"Darai",""
"Female","20"
"Male","15"
"Dhimal",""
"Female","175"
"Male","157"
"Doteli",""
"Female","629"
"Male","1534"
"Dumi",""
"Female","39"
"Male","47"
"Dura",""
"Female","22"
"Male","28"
"English",""
"Female","297"
"Male","452"
"French",""
"Female","5"
"Male","6"
"Ghale",""
"Female","323"
"Male","293"
"Gurung",""
"Female","10609"
"Male","9802"
"Hayu/Vayu",""
"Female","4"
"Male","12"
"Hindi",""
"Female","6989"
"Male","12322"
"Hyolmo/Yholmo",""
"Female","846"
"Male","807"
"Jirel",""
"Female","112"
"Male","141"
"Khaling",""
"Female","95"
"Male","106"
"Kham",""
"Female","119"
"Male","115"
"Khash",""
"Female","12"
"Male","26"
"Kulung",""
"Female","147"
"Male","198"
"Kumal",""
"Female","38"
"Male","49"
"Lapcha",""
"Female","290"
"Male","262"
"Lhomi",""
"Female","8"
"Male","11"
"Limbu",""
"Female","2730"
"Male","2872"
"Lohorung",""
"Female","17"
"Male","18"
"Magahi",""
"Female","6"
"Male","11"
"Magar",""
"Female","9850"
"Male","10940"
"Maithili",""
"Female","11769"
"Male","23975"
"Majhi",""
"Female","212"
"Male","210"
"Manange",""
"Female","181"
"Male","184"
"Nachhiring",""
"Female","27"
"Male","40"
"Nepali",""
"Female","516530"
"Male","547176"
"Newar",""
"Female","148535"
"Male","145067"
"Not Reported",""
"Female","380"
"Male","486"
"Oriya",""
"Female","104"
"Male","237"
"Others",""
"Female","1938"
"Male","2104"
"Pahari",""
"Female","11"
"Male","1"
"Punjabi",""
"Female","44"
"Male","56"
"Rai",""
"Female","7829"
"Male","7427"
"Rajbanshi",""
"Female","174"
"Male","265"
"Rajsthani",""
"Female","2627"
"Male","2937"
"Sampang",""
"Female","54"
"Male","60"
"Sanskrit",""
"Female","25"
"Male","46"
"Santhali",""
"Female","22"
"Male","53"
"Sherpa",""
"Female","9558"
"Male","8892"
"Sign Language",""
"Female","38"
"Male","62"
"Sunuwar",""
"Female","853"
"Male","776"
"Tajpuriya",""
"Female","32"
"Male","44"
"Tamang",""
"Female","69951"
"Male","70283"
"Thakali",""
"Female","527"
"Male","498"
"Thami",""
"Female","173"
"Male","194"
"Tharu",""
"Female","3617"
"Male","5734"
"Thulung",""
"Female","150"
"Male","155"
"Tibetan",""
"Female","740"
"Male","723"
"Uranw/Urau",""
"Female","15"
"Male","27"
"Urdu",""
"Female","2067"
"Male","3496"
"Wambule",""
"Female","59"
"Male","68"
"Yakkha",""
"Female","54"
"Male","66"
"Yamphu/Yamphe",""
"Female","3"
"Male","8"
