"Population by disability type","Number"
"Blind/low vision",""
"Female","51"
"Male","52"
"","103"
"Deaf/hard of hearing",""
"Female","38"
"Male","30"
"","68"
"Deaf-Blind",""
"Female","5"
"Male","15"
"","20"
"Intellectual disable",""
"Female","5"
"Male","8"
"","13"
"Mental disable",""
"Female","24"
"Male","20"
"","44"
"Multiple disable",""
"Female","14"
"Male","11"
"","25"
"No disability",""
"Female","23173"
"Male","20494"
"","43667"
"Physical",""
"Female","88"
"Male","111"
"","199"
"Speech problem",""
"Female","37"
"Male","46"
"","83"
